dataset,family,algorithm,seed,n_samples,n_features,true_clusters,seconds,ari,nmi,clusters_found,silhouette,davies_bouldin,calinski_harabasz
noisy_moons,nonconvex,MBC_micro_only,23,500,2,2,0.5137497999239713,0.12101940143010757,0.3822901983301419,17.0,0.36488047271099067,0.8106702152077921,809.3558502962939
noisy_circles,nonconvex,MBC,23,500,2,2,0.5333697999594733,1.0,1.0,2.0,0.11247774859058761,368.04994744603664,0.0032851228530015827
noisy_circles,nonconvex,MBC_no_compact,23,500,2,2,0.5375475999899209,1.0,1.0,2.0,0.11247774859058761,368.04994744603664,0.0032851228530015827
noisy_circles,nonconvex,MBC_no_polarity,23,500,2,2,0.5613426000345498,0.0,0.0,1.0,,,
noisy_circles,nonconvex,MBC_no_capillary,23,500,2,2,0.49949600000400096,1.0,1.0,2.0,0.11247774859058761,368.04994744603664,0.0032851228530015827
noisy_circles,nonconvex,MBC_micro_only,23,500,2,2,0.5391536999959499,0.1057956716406189,0.37777482021691,21.0,0.4660591521746522,0.5908115807176403,766.0546451397381
varied_density,synthetic_density,MBC,23,500,2,3,0.3455631999531761,0.029175271865961014,0.10167350199298723,3.0,0.1080665847150598,0.7261463845867838,42.642641331256925
varied_density,synthetic_density,MBC_no_compact,23,500,2,3,0.3389578000642359,0.029175271865961014,0.10167350199298723,3.0,0.1080665847150598,0.7261463845867838,42.642641331256925
varied_density,synthetic_density,MBC_no_polarity,23,500,2,3,0.3390047999564558,0.029175271865961014,0.10167350199298723,3.0,0.1080665847150598,0.7261463845867838,42.642641331256925
varied_density,synthetic_density,MBC_no_capillary,23,500,2,3,0.3441733999643475,0.06233201001329632,0.16532413077853422,3.0,0.12438648205048213,0.7850665739852287,72.61422331447214
varied_density,synthetic_density,MBC_micro_only,23,500,2,3,0.34667669993359596,0.3759663325332372,0.5339622250791529,12.0,0.36554037652297355,0.7120842607632752,453.86053318164033
anisotropic_blobs,synthetic_gaussian,MBC,23,500,2,4,0.22609350003767759,1.0,1.0,4.0,0.8271414379607374,0.2607470657398048,7462.089040301855
anisotropic_blobs,synthetic_gaussian,MBC_no_compact,23,500,2,4,0.2152372000273317,1.0,1.0,4.0,0.8271414379607374,0.2607470657398048,7462.089040301855
anisotropic_blobs,synthetic_gaussian,MBC_no_polarity,23,500,2,4,0.2165656000142917,1.0,1.0,4.0,0.8271414379607374,0.2607470657398048,7462.089040301855
anisotropic_blobs,synthetic_gaussian,MBC_no_capillary,23,500,2,4,0.2174585999455303,1.0,1.0,4.0,0.8271414379607374,0.2607470657398048,7462.089040301855
anisotropic_blobs,synthetic_gaussian,MBC_micro_only,23,500,2,4,0.22707379993516952,0.9232292465731028,0.934180176701301,6.0,0.7040704035406148,0.6469023957720366,5679.793815282148
ecoli,real_tabular,MBC,23,336,7,8,0.2527728999266401,0.5387775927341363,0.6520389374637955,8.0,0.266205958899086,1.0830853321125296,162.74676397197322
ecoli,real_tabular,MBC_no_compact,23,336,7,8,0.21008829993661493,0.31378022125183197,0.4216736858209529,5.0,0.16550960981190177,1.546355228250837,48.28664171972639
ecoli,real_tabular,MBC_no_polarity,23,336,7,8,0.24612409994006157,0.5387775927341363,0.6520389374637955,8.0,0.266205958899086,1.0830853321125296,162.74676397197322
ecoli,real_tabular,MBC_no_capillary,23,336,7,8,0.2455177999800071,0.5387775927341363,0.6520389374637955,8.0,0.266205958899086,1.0830853321125296,162.74676397197322
ecoli,real_tabular,MBC_micro_only,23,336,7,8,0.23202400002628565,0.6089430386597213,0.5883856798479353,7.0,0.33997162690492516,1.1551010704414164,98.4000599766578
glass,real_tabular,MBC,23,214,9,6,0.21580369991715997,0.1727998457370339,0.3206853964645752,6.0,0.32172633886704266,0.9893924397496047,62.866201485388
glass,real_tabular,MBC_no_compact,23,214,9,6,0.1965406999224797,0.23681270560649634,0.3926009324004344,6.0,0.411480038544884,1.14644785892011,40.48998661547621
glass,real_tabular,MBC_no_polarity,23,214,9,6,0.20935200003441423,0.1727998457370339,0.3206853964645752,6.0,0.32172633886704266,0.9893924397496047,62.866201485388
glass,real_tabular,MBC_no_capillary,23,214,9,6,0.2215232999296859,0.1727998457370339,0.3206853964645752,6.0,0.32172633886704266,0.9893924397496047,62.866201485388
glass,real_tabular,MBC_micro_only,23,214,9,6,0.20274269999936223,0.23681270560649634,0.3926009324004344,6.0,0.411480038544884,1.14644785892011,40.48998661547621
vehicle,real_tabular,MBC,23,846,10,4,1.5372447000117972,0.0760410408020482,0.11622297983898575,4.0,0.3103334442832632,1.0508461305269583,446.24849645701397
vehicle,real_tabular,MBC_no_compact,23,846,10,4,1.4644416000228375,0.021887643341719755,0.05907235201191148,4.0,0.018834061143349803,1.8878648780585188,86.3675149711238
vehicle,real_tabular,MBC_no_polarity,23,846,10,4,1.4931505999993533,0.0760410408020482,0.11622297983898575,4.0,0.3103334442832632,1.0508461305269583,446.24849645701397
vehicle,real_tabular,MBC_no_capillary,23,846,10,4,1.4876713000703603,0.0760410408020482,0.11622297983898577,4.0,0.3103334442832632,1.0508461305269583,446.24849645701397
vehicle,real_tabular,MBC_micro_only,23,846,10,4,1.544325100025162,0.10066446650779724,0.26597631743424643,28.0,0.17074436706169552,1.429304046918817,161.89559411625584
cmc,real_tabular,MBC,23,1473,9,3,2.23605129995849,0.022690692429906647,0.04278732825078911,3.0,0.20085337463405423,1.7059258040273877,321.33075556415577
cmc,real_tabular,MBC_no_compact,23,1473,9,3,2.205402599996887,0.007321448721150879,0.022310871514494603,3.0,0.22934552723132184,1.4084800530582842,260.48201672238787
cmc,real_tabular,MBC_no_polarity,23,1473,9,3,2.2116200999589637,0.022690692429906647,0.04278732825078911,3.0,0.20085337463405423,1.7059258040273877,321.33075556415577
cmc,real_tabular,MBC_no_capillary,23,1473,9,3,2.2679619999835268,0.022690692429906647,0.04278732825078911,3.0,0.20085337463405423,1.7059258040273877,321.33075556415577
cmc,real_tabular,MBC_micro_only,23,1473,9,3,2.1972429000306875,0.007976005295607469,0.03992102614558171,30.0,0.18116044679781654,1.4639725141488535,143.86619871081191
wdbc,real_tabular,MBC,23,569,10,2,0.5199197999900207,0.6707206476880808,0.554612218410556,2.0,0.35798642260745267,1.2596588947907137,288.1245704093846
wdbc,real_tabular,MBC_no_compact,23,569,10,2,0.45147249998990446,-0.00944257205050171,0.01590885210623266,2.0,0.41891736464732116,0.9984053118990521,23.86293289572265
wdbc,real_tabular,MBC_no_polarity,23,569,10,2,0.4815601999871433,0.6707206476880808,0.554612218410556,2.0,0.35798642260745267,1.2596588947907137,288.1245704093846
wdbc,real_tabular,MBC_no_capillary,23,569,10,2,0.496434299973771,0.6707206476880808,0.554612218410556,2.0,0.35798642260745267,1.2596588947907137,288.1245704093846
wdbc,real_tabular,MBC_micro_only,23,569,10,2,0.4870391000295058,0.35155256265165197,0.3787042229051034,12.0,0.16035746178551685,1.656352842129443,79.86455714103789
